CollectionTime,Value,ParameterName,UnitName,Location
2002-08-29 00:00:00,0.2,,ft,Cell1-LDS
2002-08-30 00:00:00,0.2,,ft,Cell1-LDS
2002-09-03 00:00:00,0.4,,ft,Cell1-LDS
2002-09-04 00:00:00,0.4,,ft,Cell1-LDS
1996-07-31 00:00:00,0.5,,ft,Cell2-PS
2002-09-05 00:00:00,0.4,,ft,Cell1-LDS
2002-09-06 00:00:00,0.4,,ft,Cell1-LDS
2002-09-10 00:00:00,0.5,,ft,Cell1-LDS
2002-09-11 00:00:00,0.0,,ft,Cell1-LDS
2002-09-12 00:00:00,0.0,,ft,Cell1-LDS
2005-06-20 00:00:00,24.27,,ft,BP-1
2005-06-20 00:00:00,21.27,,ft,BP-2
2005-06-20 00:00:00,28.91,,ft,BP-4
2005-06-20 00:00:00,-99.0,,ft,BP-5
2005-06-20 00:00:00,-99.0,,ft,BP-6
1996-08-01 00:00:00,0.51,,ft,Cell2-PS
2005-06-20 00:00:00,-99.0,,ft,BP-7
2005-06-20 00:00:00,-99.0,,ft,BP-8
2005-06-20 00:00:00,45.1,,ft,BP-10
2005-06-20 00:00:00,-99.0,,ft,BP-10A
2005-06-20 00:00:00,36.08,,ft,BP-11
2005-06-20 00:00:00,-99.0,,ft,BP-11A
2005-06-20 00:00:00,37.33,,ft,BP-12
2005-06-20 00:00:00,-99.0,,ft,BP-12A
2005-06-20 00:00:00,38.52,,ft,BP-13
2005-06-20 00:00:00,-99.0,,ft,BP-13A
1996-08-07 00:00:00,0.52,,ft,Cell2-PS
2002-09-17 00:00:00,0.0,,ft,Cell1-LDS
2002-09-18 00:00:00,0.25,,ft,Cell1-LDS
2002-09-19 00:00:00,0.33,,ft,Cell1-LDS
2002-09-20 00:00:00,0.33,,ft,Cell1-LDS
2002-09-24 00:00:00,0.33,,ft,Cell1-LDS
2002-09-25 00:00:00,0.33,,ft,Cell1-LDS
2002-09-26 00:00:00,0.33,,ft,Cell1-LDS
2002-09-27 00:00:00,0.33,,ft,Cell1-LDS
2002-10-01 00:00:00,0.33,,ft,Cell1-LDS
2002-10-02 00:00:00,0.33,,ft,Cell1-LDS
1996-08-14 00:00:00,0.53,,ft,Cell2-PS
2002-10-03 00:00:00,0.33,,ft,Cell1-LDS
2002-10-04 00:00:00,0.33,,ft,Cell1-LDS
2002-10-08 00:00:00,0.33,,ft,Cell1-LDS
2002-10-09 00:00:00,0.33,,ft,Cell1-LDS
2002-10-10 00:00:00,0.33,,ft,Cell1-LDS
2002-10-11 00:00:00,0.33,,ft,Cell1-LDS
2002-10-15 00:00:00,0.33,,ft,Cell1-LDS
2002-10-16 00:00:00,0.42,,ft,Cell1-LDS
2002-10-17 00:00:00,0.33,,ft,Cell1-LDS
2002-10-18 00:00:00,0.33,,ft,Cell1-LDS
1996-08-16 00:00:00,0.54,,ft,Cell2-PS
2002-10-22 00:00:00,0.33,,ft,Cell1-LDS
2002-10-23 00:00:00,0.33,,ft,Cell1-LDS
2002-10-24 00:00:00,0.33,,ft,Cell1-LDS
2002-10-25 00:00:00,0.42,,ft,Cell1-LDS
2002-10-26 00:00:00,0.25,,ft,Cell1-LDS
2002-07-01 00:00:00,0.2,,ft,Cell1-PS
2002-07-02 00:00:00,0.2,,ft,Cell1-PS
2002-07-03 00:00:00,0.2,,ft,Cell1-PS
2002-07-09 00:00:00,0.2,,ft,Cell1-PS
2002-07-10 00:00:00,0.2,,ft,Cell1-PS
1996-08-21 00:00:00,0.55,,ft,Cell2-PS
2002-07-11 00:00:00,0.2,,ft,Cell1-PS
2002-07-12 00:00:00,0.2,,ft,Cell1-PS
2002-07-16 00:00:00,0.2,,ft,Cell1-PS
2002-07-17 00:00:00,0.2,,ft,Cell1-PS
2002-07-18 00:00:00,0.2,,ft,Cell1-PS
2002-07-19 00:00:00,0.2,,ft,Cell1-PS
2002-07-23 00:00:00,0.2,,ft,Cell1-PS
2002-07-24 00:00:00,0.2,,ft,Cell1-PS
2002-07-25 00:00:00,0.2,,ft,Cell1-PS
2002-07-26 00:00:00,0.2,,ft,Cell1-PS
1996-08-22 00:00:00,0.52,,ft,Cell2-PS
2002-07-30 00:00:00,0.2,,ft,Cell1-PS
2002-07-31 00:00:00,0.2,,ft,Cell1-PS
2002-08-02 00:00:00,0.1,,ft,Cell1-PS
2002-08-06 00:00:00,0.2,,ft,Cell1-PS
2002-08-07 00:00:00,0.2,,ft,Cell1-PS
2002-08-08 00:00:00,0.2,,ft,Cell1-PS
2002-08-09 00:00:00,0.2,,ft,Cell1-PS
2002-08-13 00:00:00,0.2,,ft,Cell1-PS
2002-08-14 00:00:00,0.1,,ft,Cell1-PS
2002-08-15 00:00:00,0.1,,ft,Cell1-PS
1996-08-23 00:00:00,0.49,,ft,Cell2-PS
2002-08-20 00:00:00,0.3,,ft,Cell1-PS
2002-08-21 00:00:00,0.2,,ft,Cell1-PS
2002-08-22 00:00:00,0.2,,ft,Cell1-PS
2002-08-23 00:00:00,0.1,,ft,Cell1-PS
2002-08-27 00:00:00,0.2,,ft,Cell1-PS
2002-08-28 00:00:00,0.2,,ft,Cell1-PS
2002-08-29 00:00:00,0.1,,ft,Cell1-PS
2002-08-30 00:00:00,0.2,,ft,Cell1-PS
2002-09-03 00:00:00,0.2,,ft,Cell1-PS
2002-09-04 00:00:00,0.2,,ft,Cell1-PS
1997-01-08 00:00:00,1.89,,ft,Cell1-LCS
1996-08-28 00:00:00,0.5,,ft,Cell2-PS
2002-09-05 00:00:00,0.2,,ft,Cell1-PS
2002-09-06 00:00:00,0.2,,ft,Cell1-PS
2002-09-10 00:00:00,0.2,,ft,Cell1-PS
2002-09-11 00:00:00,0.0,,ft,Cell1-PS
2002-09-12 00:00:00,0.0,,ft,Cell1-PS
2002-09-13 00:00:00,0.0,,ft,Cell1-PS
2002-09-17 00:00:00,0.0,,ft,Cell1-PS
2002-09-18 00:00:00,0.17,,ft,Cell1-PS
2002-09-19 00:00:00,0.17,,ft,Cell1-PS
2002-09-20 00:00:00,0.17,,ft,Cell1-PS
1996-08-29 00:00:00,0.5,,ft,Cell2-PS
2002-09-24 00:00:00,0.17,,ft,Cell1-PS
2002-09-25 00:00:00,0.17,,ft,Cell1-PS
2002-09-26 00:00:00,0.17,,ft,Cell1-PS
2002-09-27 00:00:00,0.17,,ft,Cell1-PS
2002-10-01 00:00:00,0.17,,ft,Cell1-PS
2002-10-02 00:00:00,0.17,,ft,Cell1-PS
2002-10-03 00:00:00,0.17,,ft,Cell1-PS
2002-10-04 00:00:00,0.17,,ft,Cell1-PS
2002-10-08 00:00:00,0.17,,ft,Cell1-PS
2002-10-09 00:00:00,0.17,,ft,Cell1-PS
1996-08-30 00:00:00,0.51,,ft,Cell2-PS
2002-10-10 00:00:00,0.17,,ft,Cell1-PS
2002-10-11 00:00:00,0.17,,ft,Cell1-PS
2002-10-15 00:00:00,0.17,,ft,Cell1-PS
2002-10-16 00:00:00,0.17,,ft,Cell1-PS
2002-10-17 00:00:00,0.17,,ft,Cell1-PS
2002-10-18 00:00:00,0.17,,ft,Cell1-PS
2002-10-22 00:00:00,0.17,,ft,Cell1-PS
2002-10-23 00:00:00,0.17,,ft,Cell1-PS
2002-10-24 00:00:00,0.17,,ft,Cell1-PS
2002-10-25 00:00:00,0.17,,ft,Cell1-PS
1996-09-03 00:00:00,0.51,,ft,Cell2-PS
2002-10-26 00:00:00,0.17,,ft,Cell1-PS
2002-07-01 00:00:00,1.8,,ft,Cell2-LCS
2002-07-02 00:00:00,1.5,,ft,Cell2-LCS
2002-07-03 00:00:00,1.3,,ft,Cell2-LCS
2002-07-09 00:00:00,5.3,,ft,Cell2-LCS
2002-07-10 00:00:00,5.3,,ft,Cell2-LCS
2002-07-11 00:00:00,2.3,,ft,Cell2-LCS
2002-07-12 00:00:00,1.7,,ft,Cell2-LCS
2002-07-16 00:00:00,3.0,,ft,Cell2-LCS
2002-07-17 00:00:00,1.5,,ft,Cell2-LCS
1996-09-11 00:00:00,0.53,,ft,Cell2-PS
2002-07-18 00:00:00,1.2,,ft,Cell2-LCS
2002-07-19 00:00:00,0.9,,ft,Cell2-LCS
2002-07-23 00:00:00,2.3,,ft,Cell2-LCS
2002-07-24 00:00:00,1.0,,ft,Cell2-LCS
2002-07-25 00:00:00,1.0,,ft,Cell2-LCS
2002-07-26 00:00:00,1.0,,ft,Cell2-LCS
2002-07-31 00:00:00,1.2,,ft,Cell2-LCS
2002-08-02 00:00:00,1.5,,ft,Cell2-LCS
2002-08-06 00:00:00,2.6,,ft,Cell2-LCS
2002-08-07 00:00:00,1.9,,ft,Cell2-LCS
1996-09-16 00:00:00,0.54,,ft,Cell2-PS
2002-08-08 00:00:00,1.7,,ft,Cell2-LCS
2002-08-09 00:00:00,1.4,,ft,Cell2-LCS
2002-08-13 00:00:00,2.4,,ft,Cell2-LCS
2002-08-14 00:00:00,1.9,,ft,Cell2-LCS
2002-08-15 00:00:00,1.1,,ft,Cell2-LCS
2002-08-20 00:00:00,1.9,,ft,Cell2-LCS
2002-08-21 00:00:00,1.4,,ft,Cell2-LCS
2002-08-22 00:00:00,1.1,,ft,Cell2-LCS
2002-08-23 00:00:00,1.1,,ft,Cell2-LCS
2002-08-27 00:00:00,1.9,,ft,Cell2-LCS
1996-09-18 00:00:00,0.54,,ft,Cell2-PS
2002-08-28 00:00:00,1.2,,ft,Cell2-LCS
2002-08-29 00:00:00,1.1,,ft,Cell2-LCS
2002-08-30 00:00:00,1.1,,ft,Cell2-LCS
2002-09-03 00:00:00,1.8,,ft,Cell2-LCS
2002-09-04 00:00:00,1.2,,ft,Cell2-LCS
2002-09-05 00:00:00,1.1,,ft,Cell2-LCS
2002-09-06 00:00:00,1.0,,ft,Cell2-LCS
2002-09-10 00:00:00,1.4,,ft,Cell2-LCS
2002-09-11 00:00:00,0.0,,ft,Cell2-LCS
2002-09-12 00:00:00,0.0,,ft,Cell2-LCS
1996-09-19 00:00:00,0.54,,ft,Cell2-PS
2002-09-13 00:00:00,0.0,,ft,Cell2-LCS
2002-09-17 00:00:00,0.0,,ft,Cell2-LCS
2002-09-18 00:00:00,1.33,,ft,Cell2-LCS
2002-09-19 00:00:00,1.5,,ft,Cell2-LCS
2002-09-20 00:00:00,1.0,,ft,Cell2-LCS
2002-09-22 00:00:00,0.33,,ft,Cell2-LCS
2002-09-24 00:00:00,0.83,,ft,Cell2-LCS
2002-09-25 00:00:00,0.67,,ft,Cell2-LCS
2002-09-26 00:00:00,0.75,,ft,Cell2-LCS
2002-09-27 00:00:00,0.75,,ft,Cell2-LCS
1996-09-25 00:00:00,0.56,,ft,Cell2-PS
2002-10-01 00:00:00,0.5,,ft,Cell2-LCS
2002-10-02 00:00:00,0.5,,ft,Cell2-LCS
2002-10-03 00:00:00,0.5,,ft,Cell2-LCS
2002-10-04 00:00:00,0.5,,ft,Cell2-LCS
2002-10-08 00:00:00,0.67,,ft,Cell2-LCS
2002-10-09 00:00:00,0.67,,ft,Cell2-LCS
2002-10-10 00:00:00,0.83,,ft,Cell2-LCS
2002-10-11 00:00:00,0.67,,ft,Cell2-LCS
2002-10-15 00:00:00,0.75,,ft,Cell2-LCS
2002-10-16 00:00:00,0.67,,ft,Cell2-LCS
1996-09-26 00:00:00,0.56,,ft,Cell2-PS
2002-10-17 00:00:00,0.67,,ft,Cell2-LCS
2002-10-18 00:00:00,0.67,,ft,Cell2-LCS
2002-10-22 00:00:00,0.83,,ft,Cell2-LCS
2002-10-23 00:00:00,0.67,,ft,Cell2-LCS
2002-10-24 00:00:00,0.67,,ft,Cell2-LCS
2002-10-25 00:00:00,0.67,,ft,Cell2-LCS
2002-10-26 00:00:00,0.83,,ft,Cell2-LCS
2002-07-01 00:00:00,0.2,,ft,Cell2-LDS
2002-07-02 00:00:00,0.3,,ft,Cell2-LDS
2002-07-03 00:00:00,0.3,,ft,Cell2-LDS
1997-01-09 00:00:00,1.91,,ft,Cell1-LCS
1996-10-03 00:00:00,0.57,,ft,Cell2-PS
2002-07-09 00:00:00,0.3,,ft,Cell2-LDS
2002-07-10 00:00:00,0.3,,ft,Cell2-LDS
2002-07-11 00:00:00,0.1,,ft,Cell2-LDS
2002-07-12 00:00:00,0.2,,ft,Cell2-LDS
2002-07-16 00:00:00,0.2,,ft,Cell2-LDS
2002-07-17 00:00:00,0.2,,ft,Cell2-LDS
2002-07-18 00:00:00,0.3,,ft,Cell2-LDS
2002-07-19 00:00:00,0.3,,ft,Cell2-LDS
2002-07-23 00:00:00,0.3,,ft,Cell2-LDS
2002-07-24 00:00:00,0.3,,ft,Cell2-LDS
1996-10-10 00:00:00,0.5,,ft,Cell2-PS
2002-07-25 00:00:00,0.3,,ft,Cell2-LDS
2002-07-26 00:00:00,0.4,,ft,Cell2-LDS
2002-07-30 00:00:00,0.4,,ft,Cell2-LDS
2002-07-31 00:00:00,0.4,,ft,Cell2-LDS
2002-08-02 00:00:00,0.4,,ft,Cell2-LDS
2002-08-06 00:00:00,0.3,,ft,Cell2-LDS
2002-08-07 00:00:00,0.3,,ft,Cell2-LDS
2002-08-08 00:00:00,0.4,,ft,Cell2-LDS
2002-08-09 00:00:00,0.4,,ft,Cell2-LDS
2002-08-13 00:00:00,0.6,,ft,Cell2-LDS
1996-10-16 00:00:00,0.51,,ft,Cell2-PS
2002-08-14 00:00:00,0.7,,ft,Cell2-LDS
2002-08-15 00:00:00,0.2,,ft,Cell2-LDS
2002-08-20 00:00:00,0.2,,ft,Cell2-LDS
2002-08-21 00:00:00,0.3,,ft,Cell2-LDS
2002-08-22 00:00:00,0.4,,ft,Cell2-LDS
2002-08-23 00:00:00,0.4,,ft,Cell2-LDS
2002-08-27 00:00:00,0.5,,ft,Cell2-LDS
2002-08-28 00:00:00,0.4,,ft,Cell2-LDS
2002-08-29 00:00:00,0.3,,ft,Cell2-LDS
2002-08-30 00:00:00,4.0,,ft,Cell2-LDS
1996-10-23 00:00:00,0.53,,ft,Cell2-PS
2002-09-03 00:00:00,0.8,,ft,Cell2-LDS
2002-09-04 00:00:00,0.5,,ft,Cell2-LDS
2002-09-05 00:00:00,0.5,,ft,Cell2-LDS
2002-09-06 00:00:00,0.3,,ft,Cell2-LDS
2002-09-10 00:00:00,0.5,,ft,Cell2-LDS
2002-09-11 00:00:00,0.0,,ft,Cell2-LDS
2002-09-12 00:00:00,0.0,,ft,Cell2-LDS
2002-09-13 00:00:00,0.0,,ft,Cell2-LDS
2002-09-17 00:00:00,0.0,,ft,Cell2-LDS
2002-09-18 00:00:00,0.17,,ft,Cell2-LDS
1996-10-31 00:00:00,0.55,,ft,Cell2-PS
2002-09-19 00:00:00,0.25,,ft,Cell2-LDS
2002-09-20 00:00:00,0.25,,ft,Cell2-LDS
2002-09-24 00:00:00,0.33,,ft,Cell2-LDS
2002-09-25 00:00:00,0.33,,ft,Cell2-LDS
2002-09-26 00:00:00,0.33,,ft,Cell2-LDS
2002-09-27 00:00:00,0.33,,ft,Cell2-LDS
2002-10-01 00:00:00,0.33,,ft,Cell2-LDS
2002-10-02 00:00:00,0.33,,ft,Cell2-LDS
2002-10-04 00:00:00,0.33,,ft,Cell2-LDS
2002-10-08 00:00:00,0.33,,ft,Cell2-LDS
1996-11-06 00:00:00,0.55,,ft,Cell2-PS
2002-10-09 00:00:00,0.33,,ft,Cell2-LDS
2002-10-10 00:00:00,0.33,,ft,Cell2-LDS
2002-10-11 00:00:00,0.33,,ft,Cell2-LDS
2002-10-15 00:00:00,0.33,,ft,Cell2-LDS
2002-10-16 00:00:00,0.42,,ft,Cell2-LDS
2002-10-17 00:00:00,0.17,,ft,Cell2-LDS
2002-10-18 00:00:00,0.33,,ft,Cell2-LDS
2002-10-22 00:00:00,0.33,,ft,Cell2-LDS
2002-10-23 00:00:00,0.33,,ft,Cell2-LDS
2002-10-24 00:00:00,0.33,,ft,Cell2-LDS
1996-11-15 00:00:00,0.52,,ft,Cell2-PS
2002-10-25 00:00:00,0.33,,ft,Cell2-LDS
2002-10-26 00:00:00,0.42,,ft,Cell2-LDS
2002-07-01 00:00:00,0.1,,ft,Cell2-PS
2002-07-02 00:00:00,0.1,,ft,Cell2-PS
2002-07-03 00:00:00,0.1,,ft,Cell2-PS
2002-07-09 00:00:00,0.1,,ft,Cell2-PS
2002-07-10 00:00:00,0.1,,ft,Cell2-PS
2002-07-11 00:00:00,0.1,,ft,Cell2-PS
2002-07-12 00:00:00,0.1,,ft,Cell2-PS
2002-07-16 00:00:00,0.1,,ft,Cell2-PS
1996-11-20 00:00:00,0.53,,ft,Cell2-PS
2002-07-17 00:00:00,0.1,,ft,Cell2-PS
2002-07-18 00:00:00,0.1,,ft,Cell2-PS
2002-07-19 00:00:00,0.1,,ft,Cell2-PS
2002-07-23 00:00:00,0.1,,ft,Cell2-PS
2002-07-24 00:00:00,0.1,,ft,Cell2-PS
2002-07-25 00:00:00,0.1,,ft,Cell2-PS
2002-07-26 00:00:00,0.1,,ft,Cell2-PS
2002-07-30 00:00:00,0.1,,ft,Cell2-PS
2002-07-31 00:00:00,0.1,,ft,Cell2-PS
2002-08-02 00:00:00,0.1,,ft,Cell2-PS
1996-11-27 00:00:00,0.56,,ft,Cell2-PS
2002-08-06 00:00:00,0.1,,ft,Cell2-PS
2002-08-07 00:00:00,0.1,,ft,Cell2-PS
2002-08-08 00:00:00,0.1,,ft,Cell2-PS
2002-08-09 00:00:00,0.1,,ft,Cell2-PS
2002-08-13 00:00:00,0.1,,ft,Cell2-PS
2002-08-14 00:00:00,0.1,,ft,Cell2-PS
2002-08-15 00:00:00,0.1,,ft,Cell2-PS
2002-08-20 00:00:00,0.1,,ft,Cell2-PS
2002-08-21 00:00:00,0.1,,ft,Cell2-PS
2002-08-22 00:00:00,0.1,,ft,Cell2-PS
1996-12-04 00:00:00,0.58,,ft,Cell2-PS
2002-08-23 00:00:00,0.1,,ft,Cell2-PS
2002-08-27 00:00:00,0.1,,ft,Cell2-PS
2002-08-28 00:00:00,0.1,,ft,Cell2-PS
2002-08-29 00:00:00,0.1,,ft,Cell2-PS
2002-08-30 00:00:00,0.1,,ft,Cell2-PS
2002-09-03 00:00:00,0.1,,ft,Cell2-PS
2002-09-04 00:00:00,0.1,,ft,Cell2-PS
2002-09-05 00:00:00,0.1,,ft,Cell2-PS
2002-09-06 00:00:00,0.1,,ft,Cell2-PS
2002-09-10 00:00:00,0.1,,ft,Cell2-PS
1997-01-10 00:00:00,1.84,,ft,Cell1-LCS
1996-12-06 00:00:00,0.59,,ft,Cell2-PS
2002-09-11 00:00:00,0.0,,ft,Cell2-PS
2002-09-12 00:00:00,0.0,,ft,Cell2-PS
2002-09-13 00:00:00,0.0,,ft,Cell2-PS
2002-09-17 00:00:00,0.0,,ft,Cell2-PS
2002-09-18 00:00:00,0.17,,ft,Cell2-PS
2002-09-19 00:00:00,0.17,,ft,Cell2-PS
2002-09-20 00:00:00,0.17,,ft,Cell2-PS
2002-09-24 00:00:00,0.17,,ft,Cell2-PS
2002-09-25 00:00:00,0.17,,ft,Cell2-PS
2002-09-26 00:00:00,0.17,,ft,Cell2-PS
1996-12-11 00:00:00,0.54,,ft,Cell2-PS
2002-09-27 00:00:00,0.17,,ft,Cell2-PS
2002-10-01 00:00:00,0.17,,ft,Cell2-PS
2002-10-02 00:00:00,0.17,,ft,Cell2-PS
2002-10-03 00:00:00,0.17,,ft,Cell2-PS
2002-10-04 00:00:00,0.17,,ft,Cell2-PS
2002-10-08 00:00:00,0.17,,ft,Cell2-PS
2002-10-09 00:00:00,0.17,,ft,Cell2-PS
2002-10-10 00:00:00,0.33,,ft,Cell2-PS
2002-10-11 00:00:00,0.17,,ft,Cell2-PS
2002-10-15 00:00:00,0.17,,ft,Cell2-PS
1996-12-18 00:00:00,0.54,,ft,Cell2-PS
2002-10-16 00:00:00,0.17,,ft,Cell2-PS
2002-10-17 00:00:00,0.17,,ft,Cell2-PS
2002-10-18 00:00:00,0.17,,ft,Cell2-PS
2002-10-22 00:00:00,0.17,,ft,Cell2-PS
2002-10-23 00:00:00,0.17,,ft,Cell2-PS
2002-10-24 00:00:00,0.17,,ft,Cell2-PS
2002-10-25 00:00:00,0.17,,ft,Cell2-PS
2002-10-26 00:00:00,0.33,,ft,Cell2-PS
2002-07-03 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-07-11 00:00:00,0.3,,ft,Offsite Truck Wash LDS
1996-12-24 00:00:00,0.55,,ft,Cell2-PS
2002-07-19 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-07-24 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-07-31 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-08-09 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-08-14 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-08-22 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-08-28 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-09-05 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-09-10 00:00:00,0.3,,ft,Offsite Truck Wash LDS
2002-09-19 00:00:00,0.25,,ft,Offsite Truck Wash LDS
1996-12-31 00:00:00,0.57,,ft,Cell2-PS
2002-10-03 00:00:00,0.17,,ft,Offsite Truck Wash LDS
2002-10-10 00:00:00,0.17,,ft,Offsite Truck Wash LDS
2002-10-17 00:00:00,0.17,,ft,Offsite Truck Wash LDS
2002-10-24 00:00:00,0.17,,ft,Offsite Truck Wash LDS
2002-07-01 00:00:00,2.2,,ft,SSRB South
2002-07-02 00:00:00,0.9,,ft,SSRB South
2002-07-03 00:00:00,0.9,,ft,SSRB South
2002-07-09 00:00:00,2.6,,ft,SSRB South
2002-07-10 00:00:00,1.0,,ft,SSRB South
2002-07-11 00:00:00,0.9,,ft,SSRB South
1997-01-08 00:00:00,0.58,,ft,Cell2-PS
2002-07-12 00:00:00,1.0,,ft,SSRB South
2002-07-17 00:00:00,0.9,,ft,SSRB South
2002-07-18 00:00:00,0.8,,ft,SSRB South
2002-07-19 00:00:00,0.8,,ft,SSRB South
2002-07-23 00:00:00,1.7,,ft,SSRB South
2002-07-24 00:00:00,0.9,,ft,SSRB South
2002-07-25 00:00:00,0.8,,ft,SSRB South
2002-07-26 00:00:00,0.9,,ft,SSRB South
2002-07-30 00:00:00,2.0,,ft,SSRB South
2002-07-31 00:00:00,0.9,,ft,SSRB South
1997-01-13 00:00:00,0.59,,ft,Cell2-PS
2002-08-02 00:00:00,0.9,,ft,SSRB South
2002-08-06 00:00:00,2.3,,ft,SSRB South
2002-08-07 00:00:00,1.1,,ft,SSRB South
2002-08-08 00:00:00,1.0,,ft,SSRB South
2002-08-09 00:00:00,0.08,,ft,SSRB South
2002-08-13 00:00:00,2.0,,ft,SSRB South
2002-08-14 00:00:00,0.9,,ft,SSRB South
2002-08-15 00:00:00,0.8,,ft,SSRB South
2002-08-20 00:00:00,2.4,,ft,SSRB South
2002-08-21 00:00:00,0.8,,ft,SSRB South
1997-01-15 00:00:00,0.6,,ft,Cell2-PS
2002-08-22 00:00:00,0.7,,ft,SSRB South
2002-08-23 00:00:00,0.8,,ft,SSRB South
2002-08-27 00:00:00,1.7,,ft,SSRB South
2002-08-28 00:00:00,0.8,,ft,SSRB South
2002-08-29 00:00:00,0.8,,ft,SSRB South
2002-08-30 00:00:00,1.3,,ft,SSRB South
2002-09-03 00:00:00,1.6,,ft,SSRB South
2002-09-04 00:00:00,0.8,,ft,SSRB South
2002-09-05 00:00:00,0.7,,ft,SSRB South
2002-09-06 00:00:00,0.7,,ft,SSRB South
1997-01-20 00:00:00,0.61,,ft,Cell2-PS
2002-09-10 00:00:00,1.7,,ft,SSRB South
2002-09-11 00:00:00,0.0,,ft,SSRB South
2002-09-12 00:00:00,0.0,,ft,SSRB South
2002-09-13 00:00:00,0.0,,ft,SSRB South
2002-09-17 00:00:00,0.0,,ft,SSRB South
2002-09-18 00:00:00,1.0,,ft,SSRB South
2002-09-19 00:00:00,1.0,,ft,SSRB South
2002-09-20 00:00:00,1.0,,ft,SSRB South
2002-09-24 00:00:00,0.83,,ft,SSRB South
2002-09-25 00:00:00,0.92,,ft,SSRB South
1997-01-22 00:00:00,0.61,,ft,Cell2-PS
2002-09-26 00:00:00,0.83,,ft,SSRB South
2002-09-27 00:00:00,0.67,,ft,SSRB South
2002-10-01 00:00:00,0.75,,ft,SSRB South
2002-10-02 00:00:00,0.58,,ft,SSRB South
2002-10-03 00:00:00,0.5,,ft,SSRB South
2002-10-04 00:00:00,0.5,,ft,SSRB South
2002-10-08 00:00:00,0.67,,ft,SSRB South
2002-10-09 00:00:00,0.58,,ft,SSRB South
2002-10-10 00:00:00,0.58,,ft,SSRB South
2002-10-11 00:00:00,0.83,,ft,SSRB South
1997-01-11 00:00:00,1.89,,ft,Cell1-LCS
1997-01-23 00:00:00,0.61,,ft,Cell2-PS
2002-10-15 00:00:00,1.5,,ft,SSRB South
2002-10-16 00:00:00,0.75,,ft,SSRB South
2002-10-17 00:00:00,0.67,,ft,SSRB South
2002-10-18 00:00:00,0.37,,ft,SSRB South
2002-10-22 00:00:00,1.0,,ft,SSRB South
2002-10-24 00:00:00,0.67,,ft,SSRB South
2002-10-25 00:00:00,0.67,,ft,SSRB South
2002-10-26 00:00:00,0.83,,ft,SSRB South
2002-07-03 00:00:00,0.3,,ft,TRB-LDS
2002-07-11 00:00:00,0.3,,ft,TRB-LDS
1997-01-24 00:00:00,0.56,,ft,Cell2-PS
2002-07-19 00:00:00,0.3,,ft,TRB-LDS
2002-07-24 00:00:00,0.3,,ft,TRB-LDS
2002-07-31 00:00:00,0.3,,ft,TRB-LDS
2002-08-09 00:00:00,0.3,,ft,TRB-LDS
2002-08-14 00:00:00,0.4,,ft,TRB-LDS
2002-08-22 00:00:00,0.03,,ft,TRB-LDS
2002-08-28 00:00:00,0.4,,ft,TRB-LDS
2002-09-05 00:00:00,0.3,,ft,TRB-LDS
2002-09-10 00:00:00,0.3,,ft,TRB-LDS
2002-09-19 00:00:00,0.33,,ft,TRB-LDS
1997-01-29 00:00:00,0.61,,ft,Cell2-PS
2002-10-03 00:00:00,0.33,,ft,TRB-LDS
2002-10-10 00:00:00,0.33,,ft,TRB-LDS
2002-10-17 00:00:00,0.33,,ft,TRB-LDS
2002-10-24 00:00:00,0.33,,ft,TRB-LDS
2002-10-30 00:00:00,0.5,,ft,Cell1-LCS
2002-11-01 00:00:00,0.58,,ft,Cell1-LCS
2002-11-06 00:00:00,0.67,,ft,Cell1-LCS
2002-11-08 00:00:00,0.67,,ft,Cell1-LCS
2002-11-13 00:00:00,0.66,,ft,Cell1-LCS
2002-11-15 00:00:00,0.58,,ft,Cell1-LCS
1997-02-04 00:00:00,0.63,,ft,Cell2-PS
2002-11-20 00:00:00,0.67,,ft,Cell1-LCS
2002-11-22 00:00:00,0.67,,ft,Cell1-LCS
2002-11-26 00:00:00,0.67,,ft,Cell1-LCS
2002-12-03 00:00:00,0.83,,ft,Cell1-LCS
2002-12-05 00:00:00,0.67,,ft,Cell1-LCS
2002-12-10 00:00:00,0.75,,ft,Cell1-LCS
2002-12-12 00:00:00,0.75,,ft,Cell1-LCS
2002-12-17 00:00:00,0.67,,ft,Cell1-LCS
2002-12-19 00:00:00,0.67,,ft,Cell1-LCS
2002-12-20 00:00:00,0.58,,ft,Cell1-LCS
1997-02-05 00:00:00,0.54,,ft,Cell2-PS
2002-12-23 00:00:00,0.67,,ft,Cell1-LCS
2002-12-24 00:00:00,0.75,,ft,Cell1-LCS
2002-12-26 00:00:00,0.67,,ft,Cell1-LCS
2002-12-27 00:00:00,0.67,,ft,Cell1-LCS
2002-12-31 00:00:00,0.75,,ft,Cell1-LCS
2002-10-29 00:00:00,0.83,,ft,Cell2-LCS
